"Downtime_id";"Batch_id";"Downtime_minutes";"Severity";"Reason"
99246;"8493RC";114;"Medium";"Maintenance"
96385;"2539PC";16;"Low";"Maintenance"
38543;"4105YW";87;"Medium";"Machine Jam"
31584;"5988VX";262;"High";"Maintenance"
12225;"5889ZV";205;"High";"Machine Jam"
22088;"2863TY";33;"Low";"Cleaning"
77931;"1782EX";39;"Medium";"Packaging Issue"
97211;"7289TL";109;"Medium";"Machine Jam"
23355;"5928FX";117;"Medium";"Machine Jam"
77618;"6106AD";84;"Medium";"Maintenance"
97609;"1902XZ";102;"Medium";"Machine Jam"
71032;"9887CQ";7;"Low";"Machine Jam"
24303;"1254KW";68;"Medium";"Packaging Issue"
57231;"8811JM";35;"Low";"Maintenance"
67122;"5504IX";99;"High";"Machine Jam"
41428;"2135AR";259;"High";"Sensor Fault"
48715;"6688NX";7;"Low";"Power Failure"
71053;"8486KD";31;"Low";"Machine Jam"
65573;"5848YX";154;"High";"Power Failure"
68322;"2545YU";54;"Medium";"Machine Jam"
26369;"5086ZN";11;"Low";"Machine Jam"
41588;"7235UB";260;"High";"Maintenance"
51809;"6507NB";213;"High";"Material Shortage"
67498;"6555ZK";48;"Medium";"Packaging Issue"
27611;"4256BV";32;"Low";"Machine Jam"
87089;"1621PP";99;"Medium";"Machine Jam"
86381;"3183SS";20;"Low";"Maintenance"
21893;"1525JO";57;"Medium";"Machine Jam"
57644;"3380RC";196;"High";"Cleaning"
45406;"8858SI";103;"Medium";"Material Shortage"
30405;"7652ZO";67;"Medium";"Cleaning"
70850;"3212IU";229;"High";"Material Shortage"
54175;"6102DS";39;"Low";"Sensor Fault"
30900;"5755MB";27;"Low";"Packaging Issue"
11713;"3038HH";191;"High";"Packaging Issue"
23536;"6934JU";36;"Low";"Maintenance"
27346;"9644RX";204;"High";"Machine Jam"
56048;"1764EV";6;"Low";"Machine Jam"
69954;"2873US";111;"Medium";"Maintenance"
72011;"3488VH";44;"Medium";"Maintenance"
88810;"8848JN";6;"Low";"Maintenance"
82081;"8646ST";49;"Medium";"Machine Jam"
52756;"4645SE";37;"Low";"Machine Jam"
85964;"1040ZO";11;"Low";"Packaging Issue"
88176;"9089TB";42;"Medium";"Machine Jam"
21999;"6237FK";53;"Medium";"Machine Jam"
50906;"5144UA";87;"Medium";"Material Shortage"
74677;"1172GA";80;"Medium";"Maintenance"
25103;"8564OP";137;"High";"Packaging Issue"
46413;"2962XX";88;"Medium";"Power Failure"
81941;"1729YZ";215;"High";"Cleaning"
27412;"3661QZ";103;"Medium";"Maintenance"
23217;"5604CP";77;"Medium";"Machine Jam"
30792;"4817GU";101;"Medium";"Material Shortage"
88069;"7352VA";52;"Medium";"Maintenance"
66875;"1912ZK";30;"Low";"Cleaning"
36182;"7756MZ";37;"Low";"Machine Jam"
88717;"4230OP";57;"Medium";"Packaging Issue"
44418;"6307QV";183;"High";"Packaging Issue"
76662;"6450WL";168;"High";"Power Failure"
48197;"6516QT";29;"Low";"Packaging Issue"
60641;"7179FW";106;"Medium";"Machine Jam"
71436;"3451PH";83;"Medium";"Maintenance"
60439;"4891SQ";225;"High";"Maintenance"
72483;"1546BS";45;"Medium";"Packaging Issue"
18454;"9091HF";45;"Medium";"Machine Jam"
92463;"6088CJ";18;"Low";"Machine Jam"
89402;"8272KD";91;"Medium";"Power Failure"
54607;"9707ZE";229;"High";"Maintenance"
92619;"7646QC";62;"Medium";"Material Shortage"
44638;"3378PQ";119;"Medium";"Packaging Issue"
14444;"6237BR";102;"High";"Packaging Issue"
89632;"1797EE";99;"High";"Packaging Issue"
22456;"9467FP";113;"Medium";"Machine Jam"
45491;"3518XH";227;"High";"Maintenance"
10136;"1804BL";98;"Medium";"Sensor Fault"
13017;"7398GY";60;"Medium";"Machine Jam"
15343;"4096DU";287;"High";"Maintenance"
21669;"8265NS";114;"Medium";"Sensor Fault"
74138;"2132DM";12;"Low";"Cleaning"
22731;"5725RI";296;"High";"Packaging Issue"
88588;"1805BQ";128;"High";"Maintenance"
96350;"7868TZ";63;"Medium";"Material Shortage"
49261;"4689JY";141;"High";"Machine Jam"
28402;"3105KP";50;"Medium";"Machine Jam"
81923;"4652VI";85;"Medium";"Packaging Issue"
37840;"5663XN";43;"Medium";"Packaging Issue"
48405;"6139CD";62;"Medium";"Machine Jam"
63604;"1702JZ";74;"Medium";"Packaging Issue"
92384;"1169AC";6;"Low";"Cleaning"
89331;"6738ZN";36;"Medium";"Maintenance"
45237;"7565EA";48;"Medium";"Machine Jam"
18835;"6261FX";37;"Low";"Material Shortage"
12167;"9823AC";160;"High";"Machine Jam"
39300;"2421PQ";32;"Low";"Packaging Issue"
59651;"1473GI";27;"Low";"Packaging Issue"
54206;"5773RG";70;"Medium";"Machine Jam"
35568;"7884OI";57;"Medium";"Machine Jam"
55586;"2984GR";188;"High";"Packaging Issue"
37627;"8096LJ";89;"Medium";"Material Shortage"
49372;"1769NI";46;"Medium";"Machine Jam"
76092;"4591LU";29;"Low";"Machine Jam"
29299;"6238VX";109;"Medium";"Packaging Issue"
77636;"3713PB";12;"Low";"Machine Jam"
82548;"9789JQ";38;"Low";"Cleaning"
13428;"9356SR";64;"Medium";"Power Failure"
97250;"2074IS";86;"Medium";"Material Shortage"
90115;"7388KF";160;"High";"Power Failure"
49866;"5547BS";96;"Medium";"Machine Jam"
37477;"3519CS";78;"Medium";"Packaging Issue"
51698;"4110OY";44;"Low";"Machine Jam"
31929;"4204GJ";96;"Medium";"Machine Jam"
32456;"3343WB";23;"Low";"Machine Jam"
63451;"6506PB";75;"Medium";"Maintenance"
21225;"4419KD";29;"Low";"Sensor Fault"
44744;"1744MH";26;"Low";"Packaging Issue"
58937;"5089BJ";174;"High";"Maintenance"
34245;"1623RO";89;"Medium";"Power Failure"
82108;"3218GP";111;"Medium";"Machine Jam"
73180;"5166YP";41;"Low";"Machine Jam"
73022;"2699VO";49;"Medium";"Machine Jam"
17768;"9958QL";300;"High";"Power Failure"
78306;"9273HJ";274;"High";"Power Failure"
55653;"8118PP";34;"Low";"Maintenance"
30272;"9375NL";85;"Medium";"Power Failure"
63967;"3021LI";23;"Low";"Power Failure"
82775;"8507HL";107;"Medium";"Machine Jam"
75340;"2309GB";59;"Medium";"Material Shortage"
33186;"3099VB";14;"Low";"Machine Jam"
49532;"4961LV";90;"Medium";"Cleaning"
34712;"1410US";221;"High";"Maintenance"
85307;"8752ZZ";13;"Low";"Machine Jam"
15270;"8619SS";31;"Low";"Machine Jam"
28877;"4715KW";72;"Medium";"Cleaning"
33612;"1067FU";81;"Medium";"Packaging Issue"
73015;"8052SI";41;"Low";"Packaging Issue"
11752;"2487PO";67;"Medium";"Sensor Fault"
46486;"1396OK";71;"Medium";"Material Shortage"
46465;"6765CO";33;"Low";"Maintenance"
77652;"4095BW";38;"Low";"Maintenance"
73875;"5917FA";19;"Low";"Machine Jam"
73889;"9679AH";37;"Low";"Cleaning"
58911;"9655BO";112;"Medium";"Maintenance"
37466;"8669BH";168;"High";"Machine Jam"
57533;"8315QN";39;"Medium";"Power Failure"
72025;"4149TV";256;"High";"Packaging Issue"
76757;"8998WS";50;"Medium";"Machine Jam"
31157;"4132GD";38;"Medium";"Packaging Issue"
61408;"1519LR";11;"Low";"Material Shortage"
85206;"7678YQ";22;"Low";"Packaging Issue"
52538;"8762RG";94;"Medium";"Cleaning"
55690;"8601YR";18;"Low";"Cleaning"
79392;"9912VQ";74;"Medium";"Packaging Issue"
18401;"7988HH";193;"High";"Machine Jam"
25418;"4852WX";42;"Low";"Machine Jam"
61630;"4385PN";198;"High";"Sensor Fault"
53242;"6660TK";52;"Medium";"Packaging Issue"
43657;"1917RT";119;"Medium";"Machine Jam"
81288;"9238SV";89;"Medium";"Packaging Issue"
44392;"1340RH";29;"Low";"Maintenance"
91334;"4415PC";193;"High";"Maintenance"
43867;"2657UT";116;"High";"Cleaning"
89814;"6782VR";39;"Low";"Power Failure"
22716;"4622VS";136;"High";"Cleaning"
22130;"9112RY";90;"Medium";"Machine Jam"
28712;"7010DR";30;"Low";"Sensor Fault"
35501;"3462YW";6;"Low";"Machine Jam"
86044;"4434MM";20;"Low";"Machine Jam"
45495;"5811ZL";32;"Medium";"Packaging Issue"
53497;"3932ND";43;"Low";"Machine Jam"
14120;"2302SN";40;"Medium";"Machine Jam"
66429;"4620YW";247;"High";"Machine Jam"
15701;"9751QW";247;"High";"Material Shortage"
52344;"2461AJ";14;"Low";"Packaging Issue"
45454;"7209LN";25;"Low";"Maintenance"
80432;"3316IK";52;"Medium";"Cleaning"
50841;"8779GX";229;"High";"Machine Jam"
49208;"3136OP";23;"Low";"Cleaning"
48963;"2026BE";87;"Medium";"Cleaning"
89572;"7583UE";99;"Medium";"Machine Jam"
68067;"1139DA";108;"Medium";"Packaging Issue"
49186;"4181OT";60;"Medium";"Machine Jam"
96197;"7421PP";55;"Medium";"Packaging Issue"
35471;"4525ZL";87;"Medium";"Sensor Fault"
92288;"9187BB";33;"Low";"Cleaning"
56429;"6497CH";103;"High";"Material Shortage"
92988;"8218CW";243;"High";"Material Shortage"
20854;"4811ZU";42;"Medium";"Machine Jam"
70007;"5685GQ";289;"High";"Machine Jam"
45052;"1496ZN";205;"High";"Machine Jam"
21615;"3413SD";240;"High";"Machine Jam"
64483;"4230IP";268;"High";"Machine Jam"
57194;"4112YB";98;"Medium";"Packaging Issue"
87343;"4363BG";74;"Medium";"Machine Jam"
26635;"4465PL";90;"Medium";"Machine Jam"
56990;"1339TR";8;"Low";"Cleaning"
48914;"9704TF";123;"High";"Machine Jam"
10309;"7320KM";24;"Low";"Sensor Fault"
42765;"5609ZD";39;"Medium";"Packaging Issue"
18497;"9828MO";24;"Low";"Maintenance"
54766;"3447DR";8;"Low";"Cleaning"
70249;"8593JP";101;"Medium";"Packaging Issue"
74885;"7804LF";64;"Medium";"Packaging Issue"
94206;"6453GX";77;"Medium";"Cleaning"
30131;"2400QC";90;"Medium";"Power Failure"
23900;"1770RU";23;"Low";"Maintenance"
41717;"1702RM";112;"Medium";"Machine Jam"
96292;"8074LK";22;"Low";"Cleaning"
24093;"2055UY";20;"Low";"Packaging Issue"
36726;"4534GU";49;"Medium";"Machine Jam"
76570;"9217BL";35;"Medium";"Machine Jam"
96694;"7579AA";59;"Medium";"Maintenance"
77049;"2145CI";274;"High";"Cleaning"
91881;"9954MH";80;"Medium";"Machine Jam"
15133;"1697XL";108;"Medium";"Machine Jam"
34974;"4389IC";62;"Medium";"Machine Jam"
28011;"6712WE";79;"Medium";"Material Shortage"
36062;"6889EV";59;"Medium";"Machine Jam"
77217;"2508JQ";24;"Low";"Power Failure"
53320;"6988DH";98;"High";"Maintenance"
96768;"6184RV";205;"High";"Material Shortage"
98430;"8185XH";63;"Medium";"Maintenance"
21426;"1455HP";37;"Low";"Packaging Issue"
11945;"6521NU";7;"Low";"Maintenance"
99520;"7370KP";38;"Low";"Packaging Issue"
10756;"6167NS";37;"Low";"Machine Jam"
54836;"9423BM";109;"Medium";"Cleaning"
90532;"9681AB";98;"Medium";"Machine Jam"
74337;"3541FC";32;"Medium";"Maintenance"
36861;"7582ML";51;"Medium";"Packaging Issue"
19602;"8517MO";275;"High";"Packaging Issue"
23868;"8514LA";11;"Low";"Packaging Issue"
61841;"5105BW";87;"Medium";"Maintenance"
96640;"9136IO";73;"Medium";"Machine Jam"
63413;"4921PI";44;"Low";"Machine Jam"
73614;"6196JT";120;"Medium";"Maintenance"
94227;"9754AJ";124;"High";"Machine Jam"
67416;"1194FB";8;"Low";"Maintenance"
41203;"2105FG";12;"Low";"Power Failure"
37804;"4197BW";73;"Medium";"Machine Jam"
57117;"6145IB";32;"Low";"Maintenance"
25636;"6065OH";37;"Low";"Sensor Fault"
65725;"4069ES";23;"Low";"Material Shortage"
68036;"2650KQ";42;"Medium";"Sensor Fault"
75552;"5963PK";50;"Medium";"Machine Jam"
23926;"6011GU";87;"Medium";"Cleaning"
63161;"9802BY";174;"High";"Packaging Issue"
87366;"3507MU";14;"Low";"Maintenance"
68280;"5874LM";37;"Medium";"Machine Jam"
17998;"7957MK";56;"Medium";"Maintenance"
87674;"1161TP";60;"Medium";"Material Shortage"
96742;"6139KP";30;"Low";"Packaging Issue"
31861;"7878VH";92;"Medium";"Packaging Issue"
28618;"4647QR";91;"Medium";"Cleaning"
53759;"3092PY";243;"High";"Sensor Fault"
83173;"6896KJ";88;"Medium";"Cleaning"
46392;"4400PG";35;"Low";"Sensor Fault"
57039;"4899QD";89;"Medium";"Cleaning"
45017;"7051WI";70;"Medium";"Sensor Fault"
19252;"8923WO";200;"High";"Power Failure"
41679;"3831RJ";9;"Low";"Packaging Issue"
82163;"5333LN";86;"Medium";"Packaging Issue"
54972;"4913AV";116;"Medium";"Machine Jam"
58743;"6232JZ";112;"High";"Machine Jam"
87284;"1034PW";35;"Medium";"Machine Jam"
45193;"4685FX";105;"Medium";"Packaging Issue"
95667;"7291RR";189;"High";"Power Failure"
83701;"3373EN";51;"Medium";"Maintenance"
82560;"3514IR";30;"Medium";"Material Shortage"
47571;"7961OX";57;"Medium";"Material Shortage"
57867;"5545TF";106;"Medium";"Cleaning"
78988;"9569HM";9;"Low";"Maintenance"
12075;"9017WD";62;"Medium";"Cleaning"
26631;"6166BB";46;"Medium";"Maintenance"
42414;"8429EI";85;"Medium";"Machine Jam"
69991;"9723DK";65;"Medium";"Maintenance"
47950;"9243UJ";66;"Medium";"Sensor Fault"
99218;"2876WV";152;"High";"Machine Jam"
57379;"9684SA";45;"Low";"Sensor Fault"
83002;"6172KY";73;"Medium";"Machine Jam"
50785;"6462HL";129;"High";"Machine Jam"
13677;"8600LU";110;"High";"Packaging Issue"
90777;"3185SP";6;"Low";"Maintenance"
23891;"3649VW";11;"Low";"Sensor Fault"
31656;"8795XF";14;"Low";"Packaging Issue"
43030;"2378NP";55;"Medium";"Machine Jam"
85158;"6321HH";60;"Medium";"Cleaning"
68637;"3782BV";82;"Medium";"Machine Jam"
64479;"2632HG";72;"Medium";"Cleaning"
54162;"3271WI";29;"Low";"Cleaning"
50593;"9339CZ";7;"Low";"Sensor Fault"
28870;"9270PJ";46;"Medium";"Machine Jam"
62378;"2508LX";108;"Medium";"Material Shortage"
78357;"8159QB";168;"High";"Packaging Issue"
82208;"2899LA";19;"Low";"Packaging Issue"
54447;"2839YF";53;"Medium";"Machine Jam"
61560;"6594XX";40;"Medium";"Maintenance"
52149;"7231BE";45;"Medium";"Maintenance"
30286;"8007FH";63;"Medium";"Packaging Issue"
82215;"5074ZO";18;"Low";"Power Failure"
59442;"9796ZA";13;"Low";"Cleaning"
27201;"5428PG";43;"Low";"Sensor Fault"
15551;"6882HF";37;"Low";"Packaging Issue"
90057;"9087RM";115;"Medium";"Packaging Issue"
53043;"4394OO";66;"Medium";"Packaging Issue"
98483;"8646JO";119;"Medium";"Machine Jam"
36155;"7262ZO";87;"Medium";"Machine Jam"
46856;"8938XZ";25;"Low";"Power Failure"
40274;"6875UF";129;"High";"Machine Jam"
22172;"9801ZT";48;"Medium";"Sensor Fault"
11247;"2642IU";117;"Medium";"Packaging Issue"
57477;"9216ZJ";42;"Medium";"Packaging Issue"
26483;"6402KC";115;"Medium";"Maintenance"
18192;"8000RV";17;"Low";"Machine Jam"
70657;"3556FM";17;"Low";"Maintenance"
18334;"3430YV";57;"Medium";"Cleaning"
65823;"8566RY";109;"Medium";"Maintenance"
58017;"8248HG";28;"Low";"Material Shortage"
99266;"5693LA";122;"High";"Machine Jam"
88345;"3848UN";225;"High";"Packaging Issue"
16422;"1500TP";91;"Medium";"Machine Jam"
51751;"9403FH";26;"Low";"Maintenance"
82032;"8452MW";70;"Medium";"Power Failure"
24811;"6747FA";127;"High";"Power Failure"
75676;"5056FA";136;"High";"Cleaning"
35155;"3043DI";20;"Low";"Material Shortage"
25781;"1960WK";17;"Low";"Packaging Issue"
94483;"3771RE";86;"Medium";"Material Shortage"
47039;"6830EC";58;"Medium";"Machine Jam"
61500;"1068EK";34;"Low";"Cleaning"
45211;"4002DI";168;"High";"Machine Jam"
87424;"9842NN";271;"High";"Maintenance"
28491;"8801ZC";74;"Medium";"Packaging Issue"
55510;"3091TX";18;"Low";"Sensor Fault"
60129;"9337OH";81;"Medium";"Packaging Issue"
79795;"4883LN";206;"High";"Material Shortage"
33803;"4030XY";72;"Medium";"Cleaning"
83008;"2614UA";32;"Low";"Machine Jam"
33835;"6455RO";90;"Medium";"Maintenance"
52765;"8474YG";45;"Medium";"Maintenance"
57974;"9537ZP";280;"High";"Sensor Fault"
88584;"7419SC";34;"Low";"Packaging Issue"
43660;"8041MP";55;"Medium";"Sensor Fault"
56753;"8688AV";17;"Low";"Machine Jam"
34118;"5865IS";51;"Medium";"Material Shortage"
22170;"2393SX";70;"Medium";"Machine Jam"
10114;"6800UA";231;"High";"Packaging Issue"
66708;"2103MQ";101;"Medium";"Machine Jam"
29443;"3419MT";15;"Low";"Maintenance"
63562;"5325FW";50;"Medium";"Machine Jam"
78972;"5192LW";118;"Medium";"Packaging Issue"
79928;"5017ZV";6;"Low";"Cleaning"
66573;"2894GB";41;"Low";"Cleaning"
45303;"3167AB";30;"Medium";"Sensor Fault"
38012;"3779XM";114;"Medium";"Machine Jam"
28839;"4663HD";21;"Low";"Machine Jam"
73685;"3127BK";44;"Low";"Maintenance"
66466;"7675PB";220;"High";"Packaging Issue"
70257;"3984FH";14;"Low";"Sensor Fault"
35566;"7826UO";62;"Medium";"Packaging Issue"
68261;"2989IM";131;"High";"Sensor Fault"
38861;"5775CM";227;"High";"Packaging Issue"
29272;"7589OG";36;"Low";"Machine Jam"
60852;"5625DB";253;"Low";"Power Failure"
96178;"1692DI";89;"Medium";"Machine Jam"
28849;"2459WN";105;"Medium";"Machine Jam"
95102;"7270KL";208;"High";"Machine Jam"
27103;"1208JL";112;"Medium";"Power Failure"
37446;"5227BO";91;"Medium";"Cleaning"
84473;"8653ON";111;"Medium";"Cleaning"
56256;"1724ZW";75;"Medium";"Packaging Issue"
56170;"2980CT";85;"Medium";"Sensor Fault"
49880;"3481IJ";107;"Medium";"Sensor Fault"
65432;"3145XZ";39;"Medium";"Packaging Issue"
25698;"9387ZI";238;"High";"Sensor Fault"
77052;"1831XU";49;"Medium";"Packaging Issue"
25292;"3800UK";76;"Medium";"Packaging Issue"
50129;"6904KA";108;"Medium";"Material Shortage"
10069;"9586UM";109;"Medium";"Packaging Issue"
16291;"8542WW";66;"Medium";"Packaging Issue"
79013;"6182BD";14;"Low";"Machine Jam"
22827;"4508DX";93;"Medium";"Machine Jam"
70914;"2996MK";43;"Low";"Machine Jam"
18786;"7472DQ";97;"Medium";"Machine Jam"
97542;"8316UE";35;"Medium";"Cleaning"
75197;"7683KV";208;"High";"Packaging Issue"
86708;"3142XN";62;"Medium";"Cleaning"
61838;"2526EF";60;"Medium";"Machine Jam"
51188;"5115EY";92;"Medium";"Machine Jam"
35836;"2320OQ";44;"Low";"Machine Jam"
20789;"3787CR";46;"Medium";"Machine Jam"
90155;"9132RH";45;"Medium";"Machine Jam"
48897;"6905KR";166;"High";"Material Shortage"
44743;"9382NT";43;"Medium";"Packaging Issue"
77876;"1824HN";12;"Low";"Cleaning"
60338;"8080WO";99;"Medium";"Power Failure"
43373;"1567EL";47;"Medium";"Machine Jam"
21919;"8189PB";75;"Medium";"Machine Jam"
64372;"2000KI";48;"Medium";"Packaging Issue"
44535;"9563PC";27;"Low";"Packaging Issue"
52925;"3477OB";11;"Low";"Maintenance"
72603;"2985VR";65;"Medium";"Maintenance"
51283;"9606MG";33;"Medium";"Maintenance"
74790;"6571AN";37;"Medium";"Machine Jam"
66330;"7710GM";23;"Low";"Machine Jam"
43449;"4059OV";21;"Low";"Packaging Issue"
71997;"6432LA";117;"Medium";"Sensor Fault"
13437;"7908HL";34;"Medium";"Material Shortage"
91866;"4946RT";30;"Medium";"Machine Jam"
46031;"3186NI";40;"Medium";"Cleaning"
99676;"8409BW";49;"Medium";"Packaging Issue"
96305;"7251HE";13;"Low";"Cleaning"
92800;"4225XS";90;"Medium";"Maintenance"
90066;"7313CC";84;"Medium";"Sensor Fault"
68469;"5135XK";109;"Medium";"Machine Jam"
84732;"7152IW";102;"High";"Packaging Issue"
68564;"4826IG";11;"Low";"Sensor Fault"
89392;"6140HZ";37;"Low";"Material Shortage"
32641;"3343EH";78;"Medium";"Maintenance"
81763;"2817EM";43;"Medium";"Machine Jam"
57274;"4021IP";82;"Medium";"Machine Jam"
96081;"2316ZO";63;"Medium";"Machine Jam"
98311;"4359IJ";66;"Medium";"Power Failure"
62311;"4816XT";284;"High";"Material Shortage"
58064;"3066TS";96;"Medium";"Power Failure"
37730;"5808NL";77;"Medium";"Machine Jam"
94524;"8398MH";69;"Medium";"Machine Jam"
96303;"5274JO";88;"Medium";"Maintenance"
72063;"5799RO";79;"Medium";"Packaging Issue"
47402;"9041JR";33;"Low";"Material Shortage"
20967;"6400DC";98;"Medium";"Machine Jam"
19225;"3462MG";99;"Medium";"Power Failure"
49080;"8115YS";64;"Medium";"Machine Jam"
10286;"7693IX";291;"High";"Packaging Issue"
69770;"2155KN";286;"High";"Maintenance"
87707;"1607KE";256;"High";"Material Shortage"
76716;"8967ZO";90;"Medium";"Machine Jam"
11286;"5033DH";84;"Medium";"Material Shortage"
86096;"5916TY";111;"Medium";"Material Shortage"
22649;"2111IA";91;"High";"Packaging Issue"
72616;"8423TC";93;"Medium";"Maintenance"
19793;"9111CG";100;"Medium";"Sensor Fault"
54832;"1954ID";37;"Medium";"Material Shortage"
39898;"5520TA";49;"Medium";"Packaging Issue"
94684;"5050KP";5;"Low";"Power Failure"
25483;"7739FH";27;"Low";"Sensor Fault"
13369;"6080HS";6;"Low";"Cleaning"
94707;"1147QU";91;"Medium";"Cleaning"
68529;"8464YD";38;"Medium";"Power Failure"
91154;"5477WQ";271;"High";"Packaging Issue"
27621;"4134CX";87;"Medium";"Packaging Issue"
81426;"1457PN";25;"Low";"Packaging Issue"
96218;"3647CA";14;"Low";"Cleaning"
10538;"3026OY";123;"High";"Sensor Fault"
59458;"3136PN";267;"High";"Power Failure"
94795;"5283BC";95;"High";"Cleaning"
65538;"5259EZ";111;"Medium";"Cleaning"
62512;"4117LZ";31;"Medium";"Sensor Fault"
51760;"1674LM";118;"High";"Machine Jam"
80277;"1603FI";44;"Medium";"Packaging Issue"
16580;"5653TX";34;"Medium";"Maintenance"
10311;"6183YL";20;"Low";"Material Shortage"
60950;"4037XJ";73;"Medium";"Maintenance"
34810;"6151EP";263;"High";"Packaging Issue"
64603;"8820RB";50;"Medium";"Sensor Fault"
25953;"5872ZK";11;"Low";"Machine Jam"
48799;"2628ST";22;"Low";"Packaging Issue"
61875;"8410VZ";37;"Low";"Maintenance"
84672;"2322LE";156;"High";"Cleaning"
58245;"9832NG";99;"Medium";"Machine Jam"
98770;"3670GN";31;"Medium";"Machine Jam"
43683;"8193EI";13;"Low";"Packaging Issue"
12405;"5796DM";117;"Medium";"Machine Jam"
48798;"4212RH";118;"Medium";"Machine Jam"
84091;"6859BY";38;"Low";"Sensor Fault"
98694;"9772LF";120;"Medium";"Maintenance"
62831;"2634NX";26;"Low";"Machine Jam"
34067;"1292DU";255;"High";"Machine Jam"
20012;"5242VD";50;"Medium";"Cleaning"
80835;"8914YC";99;"Medium";"Material Shortage"
66418;"2977VU";9;"Low";"Machine Jam"
56165;"5709KI";96;"Medium";"Maintenance"
58564;"6550AT";30;"Low";"Maintenance"
55643;"9363VF";81;"Medium";"Packaging Issue"
33573;"8177IB";57;"Medium";"Sensor Fault"
39647;"3280AC";25;"Low";"Sensor Fault"
67185;"6681ZS";61;"Medium";"Machine Jam"
25732;"8436WK";205;"High";"Maintenance"
52750;"4978KB";156;"High";"Cleaning"
15832;"1080BA";44;"Low";"Maintenance"
66101;"9673XW";131;"High";"Maintenance"
26676;"9124SS";37;"Low";"Machine Jam"
23119;"2819CK";99;"Medium";"Machine Jam"
10391;"5104BN";61;"Medium";"Packaging Issue"
97286;"4346IT";137;"High";"Maintenance"
39775;"5121VI";247;"High";"Cleaning"
43148;"1572CV";30;"Low";"Machine Jam"
51347;"3943MV";34;"Medium";"Power Failure"
